parent_community,subcommunity_id,size,top_label,top5_labels,top_betweenness_label
0,C0_S0,74,"Kesavananda Bharati Sripadagalvaru ... vs State Of Kerala And Anr on 24 April, 1973","Kesavananda Bharati Sripadagalvaru ... vs State Of Kerala And Anr on 24 April, 1973 | Rustom Cavasjee Cooper vs Union Of India on 10 February, 1970 | M_S_Ashoka_Smokeless_Coal_Ind_P_Ltd_vs_Union_Of_India_Ors_on_1_December_2006 | The_Barium_Chemicals_Ltd_And_Anr_vs_The_Company_Law_Board_And_Others_on_4_May_1966 | K_T_Plantation_Pvt_Ltd_Anr_vs_State_Of_Karnataka_on_9_August_2011","Kesavananda Bharati Sripadagalvaru ... vs State Of Kerala And Anr on 24 April, 1973"
0,C0_S1,72,Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994,"Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994 | Kehar Singh & Ors vs State (Delhi Admn.) on 3 August, 1988 | Sidhartha Vashisht @ Manu Sharma vs State (Nct Of Delhi) | Union_Of_India_vs_V_Sriharan_Murugan_Ors_on_2_December_2015 | Bachan_Singh_Etc_Etc_vs_State_Of_Punjab_Etc_Etc_on_16_August_1982",Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994
0,C0_S10,33,Rameshwar_Prasad_Ors_vs_Union_Of_India_Anr_on_24_January_2006,"Rameshwar_Prasad_Ors_vs_Union_Of_India_Anr_on_24_January_2006 | State_Of_Rajasthan_Ors_Etc_Etc_vs_Union_Of_India_Etc_Etc_on_6_May_1977 | Supreme_Court_Employees__Welfare_vs_Union_Of_India_Uoi_And_Anr_on_24_July_1989 | Kihoto Hollohan vs Zachillhu And Others on 18 February, 1992 | State_Of_Karnataka_vs_Union_Of_India_Another_on_8_November_1977",Kalpana_Mehta_And_Ors_vs_Union_Of_India_And_Ors_on_9_May_2018
0,C0_S11,32,"Essential Commodities Act, 1955","Reserve Bank Of India vs Peerless General Finance & Investment ... on 22 January, 1987 | Union Of India & Anr vs Cynamide India Ltd. & Anr on 10 April, 1987 | State_Of_Madhya_Pradesh_Anr_vs_Thakur_Bharat_Singh_on_23_January_1967 | Oil_And_Natural_Gas_Commission_And_Anr_vs_Association_Of_Natural_Gas_Consuming_on_4_May_1990 | Maganbhai Ishwarbhai Patel vs Union Of India And Anr on 9 January, 1969",Dental Council Of India vs Biyani Shikshan Samiti
0,C0_S12,28,A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988,"A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988 | Union Carbide Corporation Etc. Etc vs Union Of India Etc. Etc on 3 October, 1991 | Supreme Court Bar Association vs Union Of India & Anr on 17 April, 1998 | Delhi Judicial Service Association Tis ... vs State Of Gujarat And Ors. Etc-Etc on 11 September, 1991 | Ashok Kumar Gupta , Vidya Sagar Gupta & ... vs State Of U.P. & Ors on 21 March, 1997",A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988
0,C0_S13,25,Art. 22%,"H. H. Maharajadhiraja Madhav Rao Jiwaji ... vs Union Of India on 15 December, 1970 | R. Pandian And Anothera. Deivendran Son ... vs State Of Tamil Naduthrough The ... on 21 October, 1997 | Additional District Magistrate, ... vs Shivakant Shukla on 28 April, 1976 | Dr_Ram_Manohar_Lohia_vs_State_Of_Bihar_And_Others_on_7_September_1965 | Additional District Magistrate, ... vs S. S. Shukla Etc. Etc on 28 April, 1976",Art. 22%
0,C0_S14,24,The_Commissioner_Hindu_Religious_vs_Sri_Lakshmindra_Thirtha_Swamiar_Of_Sri_on_16_April_1954,"The State Of Gujarat And Another vs Shri Ambica Mills Ltd., Ahmedabad, Etc on 26 March, 1974 | S_R_Bommai_vs_Union_Of_India_on_11_March_1994 | Indian_Young_Lawyers_Association_vs_The_State_Of_Kerala_on_28_September_2018 | Dr. M. Ismail Faruqui Etc, Mohd. Aslam, ... vs Union Of India And Others on 24 October, 1994 | S_P_Mittal_Etc_Etc_vs_Union_Of_India_And_Others_on_8_November_1982",S_R_Bommai_vs_Union_Of_India_on_11_March_1994
0,C0_S15,22,& 39,Mafatlal_Industries_Ltd_And_Ors_vs_Union_Of_India_Uoi_And_Ors_on_19_December_1996 | Vijay_Kumar_Sharma_Ors_Etc_vs_State_Of_Karnataka_Ors_Etc_on_27_February_1990 | Samatha_vs_State_Of_Andhra_Pradesh_And_Ors_on_11_July_1997 | State_Of_Karnataka_And_Anr_Etc_vs_Shri_Ranganatha_Reddy_Anr_Etc_on_11_October_1977 | Tinsukhia_Electric_Supply_Co_Ltd_vs_State_Of_Assam_And_Ors_on_13_April_1989,& 39
0,C0_S16,17,India Act,"Union of India v. Raghubir Singh | Union Of India vs H. S. Dhillon on 21 October, 1971 | Kerala State Electricity Board vs Indian Aluminium Co on 1 September, 1975 | Abhiram Singh vs C.D. Commachen (Dead) By Lrs.& Ors | Sub-Committee On Judicial ... vs Union Of India And Ors., Etc on 29 October, 1991",India Act
0,C0_S2,59,Art. 19 ( 1 ),"Justice_K_S_Puttaswamy_Retd_And_Anr_vs_Union_Of_India_And_Ors_on_24_August_2017 | Bennett Coleman & Co. & Ors vs Union Of India & Ors on 30 October, 1972 | Indian_Express_Newspapers_Bombay_vs_Union_Of_India_Ors_Etc_Etc_on_6_December_1984 | Har Shankar & Ors. Etc. Etc vs The Dy. Excise & Taxation Commr. & Ors on 21 January, 1975 | Shreya Singhal v. Union of India",Justice_K_S_Puttaswamy_Retd_And_Anr_vs_Union_Of_India_And_Ors_on_24_August_2017
0,C0_S3,48,", (4)","S_R_Bommai_And_Others_Etc_Etc_vs_Union_Of_India_And_Others_Etc_Etc_on_11_March_1994 | Maganlal Chhagganlal (P) Ltd vs Municipal Corporation Of Greater ... on 11 April, 1974 | State_Of_West_Bengal_vs_Union_Of_India_on_21_December_1962 | Govt. Of Nct Of Delhi vs Union Of India | State Of Tamil Nadu vs State Of Kerala & Anr",S_R_Bommai_And_Others_Etc_Etc_vs_Union_Of_India_And_Others_Etc_Etc_on_11_March_1994
0,C0_S4,44,"The Ahmedabad St. Xaviers College ... vs State Of Gujarat & Anr on 26 April, 1974","The Ahmedabad St. Xaviers College ... vs State Of Gujarat & Anr on 26 April, 1974 | Unni_Krishnan_J_P_And_Ors_Etc_Etc_vs_State_Of_Andhra_Pradesh_And_Ors_Etc_Etc_on_4_February_1993 | Ashoka_Kumar_Thakur_vs_Union_Of_India_Ors_on_10_April_2008 | Society For Un-Aided P.School Of Raj vs U.O.I & Anr | St. Stephen'S College vs University Of Delhi on 6 December, 1991",Unni_Krishnan_J_P_And_Ors_Etc_Etc_vs_State_Of_Andhra_Pradesh_And_Ors_Etc_Etc_on_4_February_1993
0,C0_S5,41,Maneka_Gandhi_vs_Union_Of_India_on_25_January_1978,Maneka_Gandhi_vs_Union_Of_India_on_25_January_1978 | Delhi_Transport_Corporation_vs_D_T_C_Mazdoor_Congress_on_4_September_1990 | Mrs_Maneka_Gandhi_vs_Union_Of_India_Uoi_And_Anr_on_25_January_1978 | Olga_Tellis_Ors_vs_Bombay_Municipal_Corporation_Ors_Etc_on_10_July_1985 | Charan_Lal_Sahu_Etc_Etc_vs_Union_Of_India_And_Ors_on_22_December_1989,Maneka_Gandhi_vs_Union_Of_India_on_25_January_1978
0,C0_S6,40,L_Chandra_Kumar_vs_Union_Of_India_And_Others_on_18_March_1997,L_Chandra_Kumar_vs_Union_Of_India_And_Others_on_18_March_1997 | Supreme_Court_Advocates_On_Record_vs_Union_Of_India_on_16_October_2015 | Indra_Sawhney_Etc_Etc_vs_Union_Of_India_And_Others_Etc_Etc_on_16_November_1992 | S_P_Gupta_vs_Union_Of_India_Anr_on_30_December_1981 | Madras_Bar_Association_vs_Union_Of_India_Anr_on_25_September_2014,Supreme_Court_Advocates_On_Record_vs_Union_Of_India_on_16_October_2015
0,C0_S7,40,State_Of_Punjab_And_Anr_vs_Devans_Modern_Brewaries_Ltd_And_Anr_on_20_November_2003,"State_Of_Punjab_And_Anr_vs_Devans_Modern_Brewaries_Ltd_And_Anr_on_20_November_2003 | Tilokchand Motichand & Ors vs H.B. Munshi & Anr on 22 November, 1968 | State_Of_West_Bengal_vs_Kesoram_Industries_Ltd_And_Ors_on_15_January_2004 | I_T_C_Limited_vs_Agricultural_Produce_Market_Committee_on_24_January_2002 | Jindal Stainless Ltd.& Anr vs State Of Haryana & Ors",Jindal Stainless Ltd.& Anr vs State Of Haryana & Ors
0,C0_S8,36,"Indira Nehru Gandhi vs Shri Raj Narain & Anr on 7 November, 1975","Indira Nehru Gandhi vs Shri Raj Narain & Anr on 7 November, 1975 | E. P. Royappa vs State Of Tamil Nadu & Anr on 23 November, 1973 | Justice_K_S_Puttaswamy_Retd_vs_Union_Of_India_on_26_September_2018 | Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017 | State Of Andhra Pradesh And Ors.Etc vs Mcdowell & Co.And Ors.Etc on 21 March, 1996",Justice_K_S_Puttaswamy_Retd_vs_Union_Of_India_on_26_September_2018
0,C0_S9,36,Bandhua_Mukti_Morcha_vs_Union_Of_India_Others_on_16_December_1983,"Bandhua_Mukti_Morcha_vs_Union_Of_India_Others_on_16_December_1983 | Common Cause, A Registered Society vs Union Of India & Ors on 3 August, 1999 | Siddharam Satlingappa Mhetre vs State Of Maharashtra And Ors on 2 December, 2010 | Lalita Kumari vs Govt.Of U.P.& Ors | Navtej Singh Johar vs Union Of India Ministry Of Law And ...",Bandhua_Mukti_Morcha_vs_Union_Of_India_Others_on_16_December_1983
1,C1_S0,66,Indian Registration Act,"Sulochana Amma vs Narayanan Nair on 24 September, 1993 | Kale & Others vs Deputy Director Of Consolidation Ors on 21 January, 1976 | Satya Pal Anand vs State Of M.P. And Ors | Ishwar Dass Jain (Dead) Thr. Lrs vs Sohan Lal (Dead)By Lrs on 29 November, 1999 | Bhoop Singh vs Ram Singh Major & Ors on 11 September, 1995",Indian Registration Act
1,C1_S1,57,Delhi Rent Control Act,"Nagindas Ramdas vs Dalpatram Ichharam @ Brijram And Ors on 30 November, 1973 | State Of Punjab (Now Haryana) And, Ors vs Amar Singh And Another on 21 January, 1974 | Inder Mohan Lal vs Ramesh Khanna on 4 August, 1987 | Nareshkumar Badrikumar Jagad And Ors. vs O P Singh And Ors. | SCC 169 and Tara Chand and Another v. Ram Prasad",Delhi Rent Control Act
1,C1_S10,27,"Punjab Security of Land Tenures Act, 1953","The_State_Of_Haryana_Through_Secretary_vs_Jai_Singh_And_Ors_Etc_Etc_on_7_April_2022 | Om Prakash And Ors. vs Union Of India (Uoi) And Ors. on 2 December, 1970 | Shyam Lal vs Deepa Dass Chela Ram Chela Garib Dass | Subhash Chand vs State Of Haryana & Ors on 16 December, 2010 | Shyam Lal vs Deepa Dass Chela Ram Chela Garib Dass",The_State_Of_Haryana_Through_Secretary_vs_Jai_Singh_And_Ors_Etc_Etc_on_7_April_2022
1,C1_S11,25,"Wakf Act, 1954","i) State of Andhra Pradesh v. A.P. Wakf Board | Ramesh Gobindram vs. Sugra Humayun Mirza Wakf | Punjab_Wakf_Board_vs_Sham_Singh_Harike_on_7_February_2019 | Kiran Devi vs Bihar State Sunni Wakf Board on 5 April, 2021 | Sayyed Ali And Ors vs Andhra Pradesh Wakf Board Hyderabad And ... on 28 January, 1998",i) State of Andhra Pradesh v. A.P. Wakf Board
1,C1_S12,24,Vinodchandra_Sakarlal_Kapadia_vs_State_Of_Gujarat_on_15_June_2020,Vinodchandra_Sakarlal_Kapadia_vs_State_Of_Gujarat_on_15_June_2020 | Vasant_Pratap_Pandit_vs_Dr_Anant_Trimbak_Sabnis_on_12_April_1994 | Bhavarlal Labhchand Shah v. Kanaiyalal Nathalal Intawala | Gaiv Dinshaw Irani & Ors vs Tehmtan Irani & Ors | Jaspal_Singh_vs_Additional_District_Judge_on_28_September_1984,Vinodchandra_Sakarlal_Kapadia_vs_State_Of_Gujarat_on_15_June_2020
1,C1_S13,22,Bombay Act,Chandavarkar_Sita_Ratna_Rao_vs_Ashalata_S_Guram_on_25_September_1986 | Sanwarmal_Kejriwal_vs_Vishwa_Cooperative_Housing_Society_on_8_March_1990 | Puran_Singh_Sahni_vs_Smt_Sundari_Bhagwandas_Kripalani_And_on_20_February_1991 | Hindustan_Petroleum_Corporation_Ltd_vs_Shyam_Co_Operative_Housing_Society_Ors_on_19_September_1988 | G_T_Girish_vs_Y_Subba_Raju_D_By_Lrs_on_18_January_2022,Chandavarkar_Sita_Ratna_Rao_vs_Ashalata_S_Guram_on_25_September_1986
1,C1_S14,22,Rent Control Act,"Malpe Vishwanath Acharya & Ors vs State Of Maharashtra & Anr on 19 December, 1997 | Satyawati_Sharma_Dead_By_Lrs_vs_Union_Of_India_Another_on_16_April_2008 | Asstt. Gen. Manager Central Bank Of ... vs Commissioner Municipal Corporation ... on 9 May, 1995 | Vasu_Dev_Singh_Ors_vs_Union_Of_India_Ors_on_7_November_2006 | Prabhakaran_Nair_Etc_vs_State_Of_Tamil_Nadu_And_Ors_on_3_September_1987",Rent Control Act
1,C1_S15,20,U.P. Zamindari Abolition and Land Reforms Act,"Budhan Singh & Anr vs Nabi Bux & Anr on 20 August, 1969 | Shivashankar Prasad Shah and Ors. v. Vaikunth Nath Singh and Ors. Civil Appeal No. | Shyam Singh vs Collector, District Hamirpur, U.P. And ... on 25 September, 1992 | U.P. State Sugar Corporation Ltd vs Dy. Director Of Consolidation & Ors. on 7 February, 2000 | Raj Kumar Mohan Singh & Ors vs Raj Kumar Pasupatinath Saran Singh & Ors on 19 April, 1968",U.P. Zamindari Abolition and Land Reforms Act
1,C1_S16,19,Delhi Municipal Corporation Act,"Maharaj Singh vs State Of Uttar Pradesh & Others on 2 November, 1976 | Anant Mills Co. Ltd vs State Of Gujarat & Ors on 21 January, 1975 | The Gujarat Agro Industries Co. Ltd vs Municipal Corporation Of City Of ... on 26 April, 1999 | Shyam Kishore And Others vs Municipal Corporation Of Delhi And ... on 3 September, 1992 | Lucknow_Nagar_Nigam_vs_Kohli_Brothers_Colour_Lab_Pvt_Ltd_on_22_February_2024","Maharaj Singh vs State Of Uttar Pradesh & Others on 2 November, 1976"
1,C1_S17,18,"Bombay Rents, Hotel and Lodging House Rates Control Act, 1947","Mathura Prasad Bajoo Jaiswal & Ors vs Dossibai N. B. Jeejeebhoy on 26 February, 1970 | Sushil Kumar Metha vs Gobind Ram Bohra on 10 November, 1989 | Life Insurance Corporation Of India vs India Automobiles And Co. And Ors on 1 August, 1990 | Jamia_Masjid_vs_K_V_Rudrappa_D_Th_Lrs_on_23_September_2021 | Canara Bank vs N.G. Subbaraya Setty","Life Insurance Corporation Of India vs India Automobiles And Co. And Ors on 1 August, 1990"
1,C1_S18,12,"Bihar Buildings (Lease, Rent and Eviction) Control Act, 1947","Budhwanti And Anr vs Gulab Chand Prasad on 4 March, 1987 | Smt. Kamala Devi Budhia and others v. Hem Prabha Ganguli and Others | Ambica Prasad vs Md. Alam And Anr on 8 April, 2015 | Ganpat_Ladha_vs_Sashikant_Vishnu_Shinde_on_21_February_1978 | Bhoja @ Bhoja Ram Gupta vs Rameshwar Agarwala And Ors on 16 March, 1993","Ambica Prasad vs Md. Alam And Anr on 8 April, 2015"
1,C1_S19,12,Easements Act,"Smt. Rajbir Kaur & Anr vs S. Chokesiri & Co on 9 August, 1988 | Capt. B.V.D Souza vs Antonio Fausto Fernandes on 1 August, 1989 | Pradeep Oil Corporation vs Municipal Corporation Of Delhi & Anr on 6 April, 2011 | Delta International Ltd vs Shyam Sunder Ganeriwalla And Anr on 9 April, 1999 | Qudrat Ullah vs Municipal Board, Barelly on 29 November, 1973","Smt. Rajbir Kaur & Anr vs S. Chokesiri & Co on 9 August, 1988"
1,C1_S2,55,Hindu Succession Act,"Harihar Prasad Singh And Ors vs Balmiki Prasad Singh And Ors on 10 December, 1974 | Chiranjilal Shrilal Goenka (Deceased) ... vs Jasjit Singh And Ors on 18 March, 1993 | Ram_Sarup_vs_Munshi_And_Others_And_Connected_on_30_August_1962 | Shyam Sunder And Others vs Ram Kumar And Another on 31 July, 2001 | Yudhishter vs Ashok Kumar on 11 December, 1986",Hindu Succession Act
1,C1_S20,11,Daryao_And_Others_vs_The_State_Of_U_P_And_Others_And_on_27_March_1961,"Dr. Subramanian Swamy vs State Of Tamil Nadu & Ors on 6 December, 2014 | Gulabchand_Chhotalal_Parikh_vs_State_Of_Bombay_Now_Gujarat_on_14_December_1964 | Kewal Chand Mimani (D) By Lrs vs S.K. Sem And Ors on 23 July, 2001 | Erach Boman Khavar vs Tukaram Sridhar Bhat & Ors on 12 December, 2013 | Arjun_Singh_vs_Mohindra_Kumar_Ors_on_13_December_1963","Dr. Subramanian Swamy vs State Of Tamil Nadu & Ors on 6 December, 2014"
1,C1_S21,11,"Sridevi & Ors vs. 
Jayaraja Shetty & Ors","Sridevi & Ors vs. 
Jayaraja Shetty & Ors | Sarabjit_Rick_Singh_vs_Union_Of_India_on_12_December_2007 | Benga Behera & Anr vs Braja Kishore Nanda & Ors | Anil Kak vs Kumari Sharada Raje & Ors | Savithri & Ors vs Karthyayani Amma & Ors",Benga Behera & Anr vs Braja Kishore Nanda & Ors
1,C1_S3,50,Dhulabhai and others v. The State of Madhya Pradesh and another,Church_Of_North_Of_India_vs_Lavajibhai_Ratanjibhai_Ors_on_3_May_2005 | State_Of_Tamil_Nadu_Etc_vs_Ramalinga_Samigal_Madam_Etc_on_1_May_1985 | Swamy_Atmananda_Ors_vs_Sri_Ramakrishna_Tapovanam_Ors_on_13_April_2005 | Vatticherukuru_Village_Panchayat_And_vs_Nori_Vekatrama_Deekshithulu_And_Ors_on_26_April_1991 | Sri_Vedagiri_Lakshmi_Narasimha_Swami_vs_Induru_Pattabhirami_Reddy_on_6_September_1966,State_Of_Tamil_Nadu_Etc_vs_Ramalinga_Samigal_Madam_Etc_on_1_May_1985
1,C1_S4,40,Amending Act,"Kulwant Kaur & Ors vs Gurdial Singh Mann (Dead) By Lrs & Ors on 21 March, 2001 | Smt. Parayankandiyal ... vs K. Devi & Ors on 26 April, 1996 | Provash Chandra Dalui & Anr vs Biswanath Banerjee & Anr on 3 April, 1989 | Raval & Co vs K. C. Ramachandran & Ors on 11 December, 1973 | Pankajakshi(Dead) Through L.Rs. & Ors vs Chandrika & Ors",Amending Act
1,C1_S5,36,"Uttar Pradesh Urban Buildings (Regulations of Letting, Rent and Eviction) Act, 1972","Shankara Co-Op. Housing Society Ltd vs M. Prabhakar & Ors | H. Shiva Rao And Anr. vs Cecilia Pereira And Ors. on 12 November, 1986 | Karam Kapahi & Ors vs M/S Lal Chand Public Charitabl ... | Pal_Singh_vs_Sunder_Singh_Dead_By_Lrs_Ors_on_10_January_1989 | D. Satyanarayana vs P. Jagadish on 15 September, 1987",Om Prakash And Anr vs Mishri Lal (Dead) Rep. By His Lr. Savitri ...
1,C1_S6,36,Transfer of Property Act,"Raptakos Brett And Co. Ltd vs Ganesh Property on 8 September, 1998 | Commissioner Of Income-Tax Bombay Etc vs Podar Cement Pvt. Ltd. Etc on 27 May, 1997 | Syed_Mohd_Salie_Labbai_Dead_By_L_Rs_vs_Mohd_Hanifs_Dead_By_L_Rs_And_Ors_on_22_March_1976 | Sankaranarayanan Potti (Dead) By L.Rs vs K. Sreedevi & Ors on 26 March, 1998 | Narandas Karsondas vs S.A. Kamtam & Anr on 7 December, 1976",Transfer of Property Act
1,C1_S7,31,"Ashoka Marketing Ltd. And Anr. Etc. Etc vs Punjab National Bank And Ors. Etc. Etc on 7 August, 1990","Ashoka Marketing Ltd. And Anr. Etc. Etc vs Punjab National Bank And Ors. Etc. Etc on 7 August, 1990 | Accountant_And_Secretarial_Services_vs_Union_Of_India_Ors_on_20_July_1988 | New India Assurance Company Ltd vs Nusli Neville Wadia And Another | Ramesh Birch & Ors. Etc vs Union Of India & Ors. Etc on 21 April, 1989 | Karnataka State Financial Corporation vs N. Narasimahaiah & Ors",Banatwala_Company_vs_L_I_C_Of_India_Anr_on_19_August_2010
1,C1_S8,29,"Om Prakash Gupta Vs. Ranbir B. Goyal (Civil
Appeal No.5460","Om Prakash Gupta Vs. Ranbir B. Goyal (Civil
Appeal No.5460 | J.J. Lal Pvt. Ltd. & Ors  v.
M.R. Murali and Anr | National_Textile_Corp_Ltd_vs_Nareshkumar_Badrikumar_Jagad_Ors_on_5_September_2011 | Majati Subbarao vs P.K.K. Krishna Rao (Deceased) By Lrs on 19 September, 1989 | Bondar Singh 
& Ors. vs. Nihal Singh & Ors.",National_Textile_Corp_Ltd_vs_Nareshkumar_Badrikumar_Jagad_Ors_on_5_September_2011
1,C1_S9,29,"Maharashtra State Financial ... vs Jaycee Drugs And Pharmaceuticals Pvt. ... on 19 February, 1991","Maharashtra State Financial ... vs Jaycee Drugs And Pharmaceuticals Pvt. ... on 19 February, 1991 | P.S. Sathappan (Dead) By Lrs vs Andhra Bank Ltd. & Ors | Lic vs Nandini J. Shah . | State Of Orissa & Others vs Commissioner Of Land Records & ... on 27 August, 1998 | The Board Of Trustees Of The Port Of ... vs M/S Sriyanesh Knitters on 30 July, 1999",Lic vs Nandini J. Shah .
2,C2_S0,66,Indore_Development_Authority_vs_Manoharlal_And_Ors_Etc_on_6_March_2020,"Indore_Development_Authority_vs_Manoharlal_And_Ors_Etc_on_6_March_2020 | Union of India & Others v. Shiv Raj & Others | Indore Development Authority vs Shailendra (Dead) Through Its Lrs. And ... | Narmada Bachao Andolan vs State Of M.P. & Anr | Banda Development Authy, Banda vs Moti Lal Agarwal & Ors on 26 April, 2011",Indore_Development_Authority_vs_Manoharlal_And_Ors_Etc_on_6_March_2020
2,C2_S1,53,Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors,"Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors | Union Of India & Ors vs Krishan Lal Arneja & Ors | Trust Vs. 

State of Haryana & Ors. | Om Prakash & Anr vs State Of U.P. & Ors on 15 July, 1998 | Anand Singh & Anr vs State Of U.P. & Ors",Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors
2,C2_S10,29,South_Eastern_Coalfields_Ltd_vs_State_Of_M_P_And_Ors_on_13_October_2003,"South_Eastern_Coalfields_Ltd_vs_State_Of_M_P_And_Ors_on_13_October_2003 | Punjab State Electricity Board Ltd vs Zora Singh & Ors | Karnal Improvement Trust, Karnal vs Smt. Parkash Wanti (Dead) And Anr on 9 May, 1995 | State Of Ap & Ors vs Goverdhanlal Pitti | Kalabharati Advertising vs Hemant Vimalnath Narichania & Ors",South_Eastern_Coalfields_Ltd_vs_State_Of_M_P_And_Ors_on_13_October_2003
2,C2_S11,28,Dr_G_H_Grant_vs_State_Of_Bihar_on_30_March_1965,"Dr_G_H_Grant_vs_State_Of_Bihar_on_30_March_1965 | Brij_Behari_Sahai_Dead_Through_L_Rs_vs_State_Of_Uttar_Pradesh_on_28_November_2003 | Col. Sir Harinder Singh Brar Bans ... vs Bihari Lal And Ors. on 18 March, 1994 | Rajasthan Housing Board vs New Pink City Nirman Sahka.Sam.Ld.& Anr | May George vs Special Tahsildar & Ors on 25 May, 2010",Rajasthan Housing Board vs New Pink City Nirman Sahka.Sam.Ld.& Anr
2,C2_S12,27,Collector of Lakhimpur v. B.C. Dutta,"D.D.A vs Bholanath Sharma(Dead) By Lrs. & Ors | U_P_Awas_Evam_Vikas_Parishad_vs_Gyan_Devi_Dead_By_L_Rs_And_Ors_on_20_October_1994 | Union Of India vs Sher Singh And Ors on 28 January, 1993 | Himalayan_Tiles_Marbles_P_Ltd_vs_Francis_Victor_Coutinho_Dead_By_Lrs_on_28_March_1980 | M/S. Neyvely Lignite Corpn. Ltd vs Special Tahsildar(Land Acquisition) ... on 19 October, 1994",D.D.A vs Bholanath Sharma(Dead) By Lrs. & Ors
2,C2_S13,23,"Collector, Land Acquisition, Anantnag
&  Anr.	 vs.  Mst.Katiji & Ors.","State Of Bihar & Ors vs Kameshwar Prasad Singh & Anr on 27 April, 2000 | Gursharan Singh & Ors. Etc. Etc vs New Delhi Municipal Committee & Ors on 2 February, 1996 | Office Of The Chief Post Master & Ors vs Living Media India Ltd.& Anr on 24 February, 2012 | Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964 | Sarup Singh & Anr vs Union Of India & Anr on 25 November, 2010","Collector, Land Acquisition, Anantnag
&  Anr.	 vs.  Mst.Katiji & Ors."
2,C2_S14,22,Govt. Of A.P. & Anr vs Syed Akbar,"Govt. Of A.P. & Anr vs Syed Akbar | Sulochana Chandrakant Galande vs Pune Municipal Transport & Ors | M/S Delhi Airtech Services Pvt. ... vs State Of U.P. & Anr | State Of Himachal Pradesh vs Tarsem Singh And Others on 4 September, 2001 | Omprakash_Verma_Ors_vs_State_Of_A_P_Ors_on_8_October_2010",M/S Delhi Airtech Services Pvt. ... vs State Of U.P. & Anr
2,C2_S15,17,"Urban Land (Ceiling and Regulation) Act, 1976","Ritesh Tewari & Anr vs State Of U.P.& Ors | Vipinchandra Vadilal Bavishi (D) By Lrs ... vs State Of Gujarat & Ors | Van Vibhag K.G.N.Sahkari ... vs Ramesh Chander & Ors on 19 October, 2010 | M/S A.P. Electrical Equipment ... vs The Tahsildar on 27 February, 2025 | Tamil Nadu Housing Board vs A. Viswam (Dead) By Lrs on 9 February, 1996","M/S A.P. Electrical Equipment ... vs The Tahsildar on 27 February, 2025"
2,C2_S16,13,"Shyam Nandan Prasad And Ors. vs State Of Bihar And Ors. on 13 August, 1993","Shyam Nandan Prasad And Ors. vs State Of Bihar And Ors. on 13 August, 1993 | Dlf Universal Ltd. & Anr vs Director, T.&C. Planning Haryana & Ors | New Reviera Co-Op. Housing Society & ... vs Special Land Acquisition Officer & Ors. ... on 4 December, 1995 | Haryana Urban Development Authority vs Abhishek Gupta Etc on 21 October, 2024 | Rameshwar vs State Of Haryana","Haryana Urban Development Authority vs Abhishek Gupta Etc on 21 October, 2024"
2,C2_S17,12,"Raja Vyricherla Gajapatiraju v. The Revenue Divisional Officer, Vizagapatam","State Of Gujarat Etc vs Vakhtsinghji Sursinghji Vaghela & Ors. ... on 8 April, 1968 | Khub_Chand_And_Ors_vs_State_Of_Rajasthan_Ors_on_22_August_1966 | Hansraj H. Jain vs State Of Maharashtra And Ors. on 14 July, 1993 | State Of Tamil Nadu & Anr. Etc vs Mahalakshmi Ammal & Ors. Etc on 16 November, 1995 | J&K Housing Board & Anr vs Kanwar Sanjay Krishan Kaul & Ors","Hansraj H. Jain vs State Of Maharashtra And Ors. on 14 July, 1993"
2,C2_S2,51,State of Gujarat v. Shantilal Mangaldas and Ors.,"Nagpur Improvement Trust And Another vs Vithal Rao And Others on 11 December, 1972 | Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996 | Chairman, Indore Vikas Pradhikaran vs M/S Pure Industrial Cock & Chem. Ltd. & ... | Union Of India (Uoi) vs Hari Krishan Khosla (Dead) By Lrs. on 16 September, 1992 | Ravindra Ramchandra Waghmare vs Indore Mun.Corp.& Ors",Assocn_Of_Vasanth_Appts_Owners_vs_V_Gopinanth_And_Ors_on_13_February_2023
2,C2_S3,47,"Land Acquisition Act, 1894","Union Of India And Ors vs Filip Tiago De Gama Of Vedem Vasco De Gama on 30 November, 1989 | State Of Maharashtra vs Digambar on 12 May, 1995 | Ratan Kumar Tandon & Ors vs State Of Uttar Pradesh on 1 August, 1996 | K_S_Paripoornan_vs_State_Of_Kerala_on_12_September_1994 | Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994","Land Acquisition Act, 1894"
