rank,entity,count,doc_freq,ent_type,std_name,role,topic,nonambiguous,informative,notes,example
2525,chainrup sampatram,2,1,EVENT,Chainrup Sampatram,PROCEDURAL,,1,informative,,"[472 D-E] Observations contra in Chainrup Sampatram v. Commissioner of Income-tax, West Bengal, 20 I.T.R. 484."
2526,scindia steam navigation co. ltd,2,1,ORG,Scindia Steam Navigation Co. Ltd,,,0,non-informative,,"[471 G-H] Commissioner of Income-tax v. Scindia Steam Navigation Co. Ltd., 24 I.T.R. 589 followed."
2527,keshav mills ltd,2,1,ORG,Keshav Mills Ltd,,,0,non-informative,,[473 B-D] Keshav Mills Ltd.
2528,chandrasingh manibhai,2,1,PERSON,Chandrasingh Manibhai,ACTOR,,1,informative,,Having regard to the two decisions in Chandrasingh Manibhai and others v. Surjit lal
2529,surjit lal,2,1,PERSON,Surjit Lal,ACTOR,,1,informative,,Having regard to the two decisions in Chandrasingh Manibhai and others v. Surjit lal
2530,bombay act 3 of 1949,2,1,EVENT,Bombay Act 3 Of 1949,PROCEDURAL,,1,informative,,"By the Bombay Act 3 of 1949 three changes were made by the legislature, (i) it deleted the words other than execution proceedings and appeals"" appearing in brackets from the proviso and inserted a new para graph at the end of that proviso d"
2531,bombay rent restriction act,2,1,ORG,Bombay Rent Restriction Act,ACTOR,TENANCY-LEASE,1,informative,,"Secondly, he contended that sec. 50 and the proviso thereto did not apply to the present case at all; according to him that the proviso is not an independent provision but is linked with the substantive enactment contained in sec. 50 which "
2532,hotel rates,2,1,ORG,Hotel Rates,ACTOR,,1,informative,,"Secondly, he contended that sec. 50 and the proviso thereto did not apply to the present case at all; according to him that the proviso is not an independent provision but is linked with the substantive enactment contained in sec. 50 which "
2533,tarapur & co,2,1,ORG,Tarapur & Co,,,0,non-informative,,"[192H] LI208SupCII72 Waryam Singh v. Amar Nath, [1954] S.C.R. 566, Tarapur & Co. v. Mls."
2534,mls,2,1,PERSON,Mls,ACTOR,,1,informative,,"[192H] LI208SupCII72 Waryam Singh v. Amar Nath, [1954] S.C.R. 566, Tarapur & Co. v. Mls."
2535,asbestos cement ltd,2,1,ORG,Asbestos Cement Ltd,,,0,non-informative,,"Y/O Tractors Export, [1969] 2 S.C.R. 699, Asbestos Cement Ltd. v. Savarkar, A.I.R. 1971 S.C. 100, Ramesh v. Ganda Lal, A.I.R. 1966 S.C. 1445 at 1449 and Surinder Nath Ahmedabad Mfg. & Calico Ptg. Co. Ltd vs Ram Tahel Ramnand & on 14 April, "
2536,stiphen,2,1,PERSON,Stiphen,ACTOR,,1,informative,,"Stiphen (P) Ltd., [1966] 3 S.C.R. 458, referred to."
2537,j.k. cotton spg,2,1,PERSON,J.K. Cotton Spg,ACTOR,,1,informative,,(iii) As held by this Court in J.K. Cotton Spg. and Wvg.
2538,s. 2(s,2,1,PERSON,S. 2(S,,,0,non-informative,,"Mills an employee engaged in any work or operation which is incidentally connected with main industry is a workman if other requirements of s. 2(s) of the Industrial Disputes Act 14 of 1947, are satisfied."
2539,hakim singh,2,1,ORG,Hakim Singh,ACTOR,,1,informative,,"It L.L.J. 207; Kesar Lal Narsing Bhai V. Calico Printing Ltd., 1955 Industrial Court Reporter, 1105, Hakim Singh v. J.C.Mills Ltd., 1963 M.P.L.J. 714, Messrs Godavari Sugar Mills Ltd."
2540,new india,2,1,ORG,New India,ACTOR,,1,informative,,"[1960] 3 S.C.R. 350, Begibhai M. , Chokshi v. Ahmedabad Manufacturing & Calico Printing Co. Ltd., [1958] 11 L.L.J. 126, New India Tannis v. Aurora Singh Moibi, A.I.R. , S. M. Ghose v. National Sheet & Metal Works Lid., A.I.R. and Basti Suga"
2541,aurora,2,1,ORG,Aurora,ACTOR,,1,informative,,"[1960] 3 S.C.R. 350, Begibhai M. , Chokshi v. Ahmedabad Manufacturing & Calico Printing Co. Ltd., [1958] 11 L.L.J. 126, New India Tannis v. Aurora Singh Moibi, A.I.R. , S. M. Ghose v. National Sheet & Metal Works Lid., A.I.R. and Basti Suga"
2542,singh moibi,2,1,PERSON,Singh Moibi,ACTOR,,1,informative,,"[1960] 3 S.C.R. 350, Begibhai M. , Chokshi v. Ahmedabad Manufacturing & Calico Printing Co. Ltd., [1958] 11 L.L.J. 126, New India Tannis v. Aurora Singh Moibi, A.I.R. , S. M. Ghose v. National Sheet & Metal Works Lid., A.I.R. and Basti Suga"
2543,s. m. ghose,2,1,PERSON,S. M. Ghose,ACTOR,,1,informative,,"[1960] 3 S.C.R. 350, Begibhai M. , Chokshi v. Ahmedabad Manufacturing & Calico Printing Co. Ltd., [1958] 11 L.L.J. 126, New India Tannis v. Aurora Singh Moibi, A.I.R. , S. M. Ghose v. National Sheet & Metal Works Lid., A.I.R. and Basti Suga"
2544,basti sugar mills ltd,2,1,ORG,Basti Sugar Mills Ltd,,,0,non-informative,,"[1960] 3 S.C.R. 350, Begibhai M. , Chokshi v. Ahmedabad Manufacturing & Calico Printing Co. Ltd., [1958] 11 L.L.J. 126, New India Tannis v. Aurora Singh Moibi, A.I.R. , S. M. Ghose v. National Sheet & Metal Works Lid., A.I.R. and Basti Suga"
2545,"industrial, court",2,1,ORG,"Industrial, Court",ACTOR,,1,informative,,"227 of the Constitution, quashed and set aside the order of the Industrial Court, Gujarat dated February 5, 1964 which had affirmed the order of the Second Labour Court, Ahmedabad dated August 9, 1963, and after setting aside that order had"
2546,dani limda,2,1,PERSON,Dani Limda,ACTOR,,1,informative,,It is for the garden of the area which comprises these buildings and the area round caustic plant factory as well as the field in Dani Limda that this agreement was entered into with the contractor for keeping the trees and plants in proper
2547,labour appellate tribunal of india,2,1,ORG,Labour Appellate Tribunal Of India,ACTOR,,1,informative,,"The plea of res judicata based on the decision of the Labour Appellate Tribunal of India, Bombay (Appeal No. 135 of 1954 reported in 1955 I.C.R. 1105) was negatived but it was observed that the principle laid down in the earlier case would "
2548,ramesh,2,1,PERSON,Ramesh,ACTOR,,1,informative,,"133 must attach to the whole of the matter so that after the decision of the High Court the matter is not a live one., (see Ramesh v. Ganda Lal(1)"
2549,government notification,2,1,ORG,Government Notification,ACTOR,LAND-ACQUISITION,1,informative,,"XXV of 1938), and in supersession of Government Notification in the Political and Service Department No. 2847/34-2 dated the 14th March, 1939, the Government of Bombay is pleased to direct that the provisions of the Act which have been exte"
2550,vidya varuthi thirtha,2,1,PERSON,Vidya Varuthi Thirtha,ACTOR,,1,informative,,"Vidya Varuthi Thirtha v. Balusami Ayyar, (1921) L. R. 48 I. A. 302, referred to."
2551,balusami ayyar,2,1,PERSON,Balusami Ayyar,ACTOR,,1,informative,,"Vidya Varuthi Thirtha v. Balusami Ayyar, (1921) L. R. 48 I. A. 302, referred to."
2552,j.m. panchal,2,1,PERSON,J.M. Panchal,ACTOR,,1,informative,,"B.S. Chauhan, Deepak Verma, J.M. Panchal IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION Civil Appeal No. 2082 of 2011 Narmada Bachao Andolan ...."
2553,narmada bachao andolan &,2,1,ORG,Narmada Bachao Andolan &,ACTOR,,1,informative,,"Versus Narmada Bachao Andolan & ...Respondents Narmada Bachao Andolan vs State Of M.P. & on 11 May, 2011 AND Civil Appeal Nos. 2098-2112 of 2011 Narmada Hydro-Development Corporation ..."
2554,appella versus,2,1,ORG,Appella Versus,ACTOR,,1,informative,,"Appella Versus Narmada Bachao Andolan & ..Respon AND Civil Appeal No. 2116 of 2011 Narmada Hydro Electric Development Corporation Limited ..Appella Versus Narmada Bachao Andolan vs State Of M.P. & on 11 May, 2011 Narmada Bachao Andolan & .."
2555,bachao andolan &,2,1,ORG,Bachao Andolan &,ACTOR,,1,informative,,"Appella Versus Narmada Bachao Andolan & ..Respon AND Civil Appeal No. 2116 of 2011 Narmada Hydro Electric Development Corporation Limited ..Appella Versus Narmada Bachao Andolan vs State Of M.P. & on 11 May, 2011 Narmada Bachao Andolan & .."
2556,back water level,2,1,WORK_OF_ART,Back Water Level,,,1,informative,,Further reliefs sought included the issuance of appropriate directions for an assessment by the Grievance Redressal Authority (hereinafter called `GRA') for the Omkareshwar Project of the status of relief and rehabilitation of the oustees a
2557,s/shri ravi shankar prasad,2,1,PRODUCT,S/Shri Ravi Shankar Prasad,,,1,informative,,"S/Shri Ravi Shankar Prasad and P.S. Patwalia, learned senior counsel appearing for the appellants have submitted that the High Court ought not to have entertained the writ petition as it did not have material facts/particulars disclosing an"
2558,a. abdul farook,2,1,PERSON,A. Abdul Farook,ACTOR,,1,informative,,"(Vide: A. Hamsaveni & v. State of Tamil Nadu & , ; Ashok Kumar Pandey v. State of West Bengal, ; Prabir Kumar Das v. State of Orissa & , ; and A. Abdul Farook v. Municipal Council, Perambalur, ). 12."
2559,haryana urban development authority &,2,1,ORG,Haryana Urban Development Authority &,ACTOR,,1,informative,,"v. Jaipur Development Authority & , ; Special Land Acquisition Officer, U.K. Project v. Mahaboob & , ; Mahanadi Coal Fields Ltd. & v. Mathias Oram & , (2010) 7 SC 352; and Brij Mohan & v. Haryana Urban Development Authority & , )."
2560,state of kerala &,2,1,ORG,State Of Kerala &,ACTOR,,1,informative,,"In State of Kerala & v. Peoples Union for Civil Liberties, Kerala State Unit & , , this Court held as under: ""102."
2561,kerala state unit &,2,1,ORG,Kerala State Unit &,ACTOR,,1,informative,,"In State of Kerala & v. Peoples Union for Civil Liberties, Kerala State Unit & , , this Court held as under: ""102."
2562,peoples' union for civil liberties,2,1,ORG,Peoples' Union For Civil Liberties,ACTOR,,1,informative,,"(See: Ram Singh Vijay Pal Singh & v. State of U.P. & , ; Villianur Iyarkkai Padukappu Maiyam v. Union of India & , ; and State of Kerala & v. Peoples' Union for Civil Liberties, Kerala State Unit & , ."
2563,bachao andolan-i,2,1,PERSON,Bachao Andolan-I,ACTOR,,1,informative,,"This Court in Narmada Bachao Andolan-I, held as under: Narmada Bachao Andolan vs State Of M.P. & on 11 May, 2011 ""58.......... when the removal of the tribal population is necessary as an exceptional measure, they shall be provided with lan"
2564,act 1956,2,1,EVENT,Act 1956,PROCEDURAL,,1,informative,,"For deciding this issue, the terms and conditions incorporated in the Narmada Water Disputes Tribunal Award (hereinafter called as `NWDT Award') cannot be taken into consideration for the simple reason that the Tribunal had been constituted"
2565,land acquisition collector,2,1,ORG,Land Acquisition Collector,ACTOR,LAND-ACQUISITION,1,informative,,Award made by the Land Acquisition Collector is merely an offer by the State through its agent.
2566,s/shri r.s. prasad,2,1,ORG,S/Shri R.S. Prasad,ACTOR,,1,informative,,"S/Shri R.S. Prasad and P.S. Patwalia, learned senior counsel appearing for the respondents, have relied upon the report of GRA dated 28.4.2007 to show that all those persons have accepted the benefit of SRG and nothing remains to be adjudic"
2567,dharadi,2,1,GPE,Dharadi,EVIDENCE,,1,informative,,"These appeals have arisen out of the impugned order dated 23.9.2009, passed by the High Court of Madhya Pradesh at Jabalpur, in Interlocutory Application Nos. 4679 and 4804 of 2009 in Writ Petition No. 4457 of 2007, by which the High Court "
2568,nayapura,2,1,GPE,Nayapura,EVIDENCE,,1,informative,,"These appeals have arisen out of the impugned order dated 23.9.2009, passed by the High Court of Madhya Pradesh at Jabalpur, in Interlocutory Application Nos. 4679 and 4804 of 2009 in Writ Petition No. 4457 of 2007, by which the High Court "
2569,kothmir,2,1,PERSON,Kothmir,ACTOR,,1,informative,,"These appeals have arisen out of the impugned order dated 23.9.2009, passed by the High Court of Madhya Pradesh at Jabalpur, in Interlocutory Application Nos. 4679 and 4804 of 2009 in Writ Petition No. 4457 of 2007, by which the High Court "
2570,narsinghpura,2,1,GPE,Narsinghpura,EVIDENCE,,1,informative,,"These appeals have arisen out of the impugned order dated 23.9.2009, passed by the High Court of Madhya Pradesh at Jabalpur, in Interlocutory Application Nos. 4679 and 4804 of 2009 in Writ Petition No. 4457 of 2007, by which the High Court "
2571,central water commission,2,1,ORG,Central Water Commission,ACTOR,,1,informative,,The State authorities have pleaded before the High Court by filing rejoinder affidavit that the standard practice in dam projects involving submergence in India as prescribed by Central Water Commission (CWC) that all lands and properties o
2572,ghaziabad,2,1,GPE,Ghaziabad,EVIDENCE,,1,informative,,"In National Thermal Power Corporation v. Mahesh Datta & , , after resorting to the urgency clauses under Section 17 of the Act 1894, a possession certificate had been issued on behalf of the Collector, Ghaziabad on 16.11.1984 making it evid"
2573,village nayapura,2,1,LOC,Village Nayapura,EVIDENCE,,1,informative,,The same reads as under: 01 - My land is in Village Nayapura.
2574,river valley,2,1,LOC,River Valley,EVIDENCE,,1,informative,,of the guidelines for preparation of project estimates for river valley projects of CWC March 1997.
2575,r&r policy,2,1,ORG,R&R Policy,,,0,non-informative,,"In case the land/dwelling unit of the tenure holder is submerged temporarily, he is entitled for the benefit of R&R Policy; (ii)"
2576,u.k. ghosh,2,1,PERSON,U.K. Ghosh,ACTOR,,1,informative,,"We have not only considered the rival submissions made by learned counsel for the parties but in view of the fact that the matter is extremely technical, we requested the CWC to depute Mr. U.K. Ghosh, Chief Engineer (NDA - CWC), who had bee"
2577,k.j. shetty,2,1,PERSON,K.J. Shetty,ACTOR,,1,informative,,"Haji T.M. Hassan Rawther vs Kerala Financial Corporation on 17 November, 1987 , , 1988 (19) REPORTS 145, , , 1988 (1) UJ (SC) 322, 1988 UJ(SC) 1 322, (SC), (1988) 1 CURCC 730 Author: K.J. Shetty Bench: K.J. Shetty, B.C. Ray HAJI T.M. HASSAN"
2578,shetty,2,1,ORG,Shetty,ACTOR,,1,informative,,"DATE OF JUDGMENT17/11/1987 SHETTY, K.J. (J) SHETTY, K.J. (J) RAY, B.C. (J) CITATION: 1987 (2)1067 ACT: Indian Contract Act, 1872:"
2579,k.j,2,1,PERSON,K.J,ACTOR,,1,informative,,"DATE OF JUDGMENT17/11/1987 SHETTY, K.J. (J) SHETTY, K.J. (J) RAY, B.C. (J) CITATION: 1987 (2)1067 ACT: Indian Contract Act, 1872:"
2580,"rs.2,07,451",2,1,GPE,"Rs.2,07,451",EVIDENCE,,1,informative,,"The next best offer was for Rs.4,15,550 and the third for Rs.2,07,451."
2581,"rs.4,50,000",2,1,ORG,"Rs.4,50,000",ACTOR,,1,informative,,"The respondent then negotiated with the next highest bidder, who enhanced the offer to Rs.4,50,000 which was accepted by the respondent."
2582,k.n. guruswamy,2,1,PERSON,K.N. Guruswamy,ACTOR,,1,informative,,"[1087D-F] K.N. Guruswamy v. The State of Mysore & ,"
2583,mohinder singh gill &,2,1,ORG,Mohinder Singh Gill &,ACTOR,,1,informative,,"[1955] 1 ; Mohinder Singh Gill & v. The Chief Election Commissioner, New Delhi & ,"
2584,sachidanand pandey,2,1,PERSON,Sachidanand Pandey,ACTOR,,1,informative,,"and Shri Sachidanand Pandey v. State of W. B. , applied. & CIVIL APPELLATE JURISDICTION:"
2585,"rs.4,16,550",2,1,ORG,"Rs.4,16,550",ACTOR,,1,informative,,"He had then offered Rs.4,16,550."
2586,minister of finance,2,1,ORG,Minister Of Finance,ACTOR,,1,informative,,"There was a formal release of the respondent from detention under the MISA on 19-12-1974, but he was immediately detained under Section 3(1) of COFEPOSA by an order dated 19-12-1974 passed by the Minister of Finance of the Government of Ind"
2587,s. 5(1,2,1,PERSON,S. 5(1,,,0,non-informative,,"226 of the Constitution and s. 482 of the Code of Criminal Procedure in the Bombay High Court in April 1981, challenging the validity of the impugned order of detention dated 19.12.1974 and the declaration dated 18.1.1975, passed and made u"
2588,allindcas 34,2,1,ORG,Allindcas 34,ACTOR,,1,informative,,"Vidyabai & vs Padmalatha & on 12 December, 2008 2009 SCW 899, 2009 (3) JHAR R 622, 2009 (2) KANT HCR 324, (2009) 73 ALLINDCAS 34 (SC), , (2009) 1 ALLMR 471 (SC), (2009) 2 CAL HN 108, (2009) 1 CLR 406 (SC), 2009 (1) ALL MR 471, 2009 (73) ALL"
2589,prashant sooji,2,1,PERSON,Prashant Sooji,ACTOR,,1,informative,,"According to the plaintiffs, one Prashant Sooji (since deceased) executed an agreement of sale on 15.01.2001 in respect of the suit property for a sum of Rs. 21 lakhs."
2590,order 6 rule 17,2,1,LAW,Order 6 Rule 17,RULE,,1,informative,,"According to Order 6 Rule 17, an amendment application can be filed at any stage of the proceeding."
2591,civil procedure code (amendment) act,2,1,EVENT,Civil Procedure Code (Amendment) Act,,,0,non-informative,,"By reason of the Civil Procedure Code (Amendment) Act, 2002 (Act 22 of 2002), the Parliament inter alia inserted a proviso to Order VI Rule 17 of the Code, which reads as under: ""Provided that no application for amendment shall be allowed a"
2592,salem,2,1,GPE,Salem,EVIDENCE,,1,informative,,""" This Court also noticed Salem Advocate Bar Assn."
2593,section 405,2,1,LAW,Section 405,RULE,,1,informative,,having regard to the facts and circumstances of the case in order to prevent abuse of process of the court and/or to secure the ends of justice; that the disputes between the appellants and respondent no. 2 were purely of civil nature arisi
2594,section 200 cr,2,1,LAW,Section 200 Cr,RULE,,1,informative,,"In case of a complaint under Section 200 Cr.P.C. or IPC a Magistrate can take cognizance of the offence made out and then has to examine the complain-ant and his witnesses; if any, to ascertain whether a prima facie case is made out against"
2595,section 202,2,1,LAW,Section 202,RULE,,1,informative,,"In Chandra Deo Singh v. Prakash Chandra Base, [1964] 1 , where dismissal of a complaint by the Magistrate at the stage of Section 202 inquiry was set aside, this Court laid down that the test was whether there was sufficient ground for proc"
2596,section 406,2,1,LAW,Section 406,RULE,,1,informative,,""" Turning to the facts of the case, there is nothing either in the complaint and/or in the sworn statements of the complainant and the three witnesses that any property was entrusted to any of the appellants at all or the appellants had dom"
2597,section 420,2,1,LAW,Section 420,RULE,,1,informative,,In the light of the material brought on record at that stage process could have been issued only as against the appellant no. 7 that too for an offence under Section 420 IPC only.
2598,non-state,2,1,NORP,Non-State,ACTOR,,1,informative,,131 of the Constitution in view of a non-State viz.
2599,rajasthan state electricity board,2,1,ORG,Rajasthan State Electricity Board,ACTOR,,1,informative,,"[532 G] Rajasthan State Electricity Board v. Mohan Lal, [1967] 3 S.C.R. 377, distinguished."
2600,federal court of india,2,1,ORG,Federal Court Of India,ACTOR,,1,informative,,Section 204 of that Act provided for conferment of original jurisdiction on the Federal Court of India.
2601,indian constitutional reform,2,1,EVENT,Indian Constitutional Reform,PROCEDURAL,CONSTITUTIONAL,1,informative,,"The proceedings of the Joint Committee on Indian Constitutional Reform, Session 1933-34, Vol. 1, Part II, paragraph 309 read as follows: ""A Federal Court is an essential element in a Federal Constitution."
2602,s.c. agrawal,2,1,PERSON,S.C. Agrawal,ACTOR,,1,informative,,"And on 30 August, 1990 1990(2)UJ526(SC), AIRONLINE 1990 SC 270 Author: S.C. Agrawal Bench: P.B. Sawant, S.C. Agrawal JUDGMENT S.C. Agrawal, J. 1."
2603,land (eviction & land recovery) act,2,1,ORG,Land (Eviction & Land Recovery) Act,,,0,non-informative,,"This appeal by special leave has been filed against the judgment of the High Court of Punjab & Haryana dated November 24, 1989 in Civil Appeal No. 2488 in Regular Second Appeal No. 2488 of 1988 whereby the High Court has held that the order"
2604,section 15 of 1972 act,2,1,LAW,Section 15 Of 1972 Act,RULE,,1,informative,,The Sub-Judge further held that the civil court has no jurisdiction to entertain the suit in view of the bar imposed by Section 15 of 1972 Act and further that the suit was barred by limitation.
2605,1959 act,2,1,LAW,1959 Act,RULE,,1,informative,,On the question of res judicata the High Court held that the principle of re judicata could not be invoked in the present case inasmuch as there was no decision that the disputed property is a public premises as defined under the 1959 Act i
2606,shri mahabir,2,1,ORG,Shri Mahabir,ACTOR,,1,informative,,"The submission of Shri Mahabir Singh is that in view of its finding that respondent No. 1 could not claim to be the owner of the disputed property on the basis of possessory title, the High Court ought to have dismissed the suit of responde"
2607,tewatia,2,1,PERSON,Tewatia,ACTOR,,1,informative,,"Shri Tewatia has also urged that the High Court was right in holding that the property in dispute docs not belong to State Government and the premises is not public premises and that the order of Collector, Hissar, dated September 25, 1970 "
2608,bollye satee,2,1,PERSON,Bollye Satee,ACTOR,,1,informative,,[399 A--C. 401 B & 402 A-B] Bollye Satee and v. Akram Ally and [1879] (4) Calcutta 961;
2609,kattusheri pishareth,2,1,PERSON,Kattusheri Pishareth,ACTOR,,1,informative,,"Kattusheri Pishareth Kanna Pisharody v. Vallotil Manakel Narayan Somayajipad and , [1878] 81 (3) Madras 234; Balkrishna Sakharam v. Moro Krishna Dabholkar [1897] (21) Bombay 154; and Dwarka Nath Mitter and v. Tara Prosunna Roy & [1890J/LR ("
2610,kanna pisharody,2,1,PERSON,Kanna Pisharody,ACTOR,,1,informative,,"Kattusheri Pishareth Kanna Pisharody v. Vallotil Manakel Narayan Somayajipad and , [1878] 81 (3) Madras 234; Balkrishna Sakharam v. Moro Krishna Dabholkar [1897] (21) Bombay 154; and Dwarka Nath Mitter and v. Tara Prosunna Roy & [1890J/LR ("
2611,dwarka nath mitter,2,1,PERSON,Dwarka Nath Mitter,ACTOR,,1,informative,,"Kattusheri Pishareth Kanna Pisharody v. Vallotil Manakel Narayan Somayajipad and , [1878] 81 (3) Madras 234; Balkrishna Sakharam v. Moro Krishna Dabholkar [1897] (21) Bombay 154; and Dwarka Nath Mitter and v. Tara Prosunna Roy & [1890J/LR ("
2612,amarendra nath,2,1,PERSON,Amarendra Nath,ACTOR,,1,informative,,Kanika Devi and v. Amarendra Nath Roy Choudhury and ; 65 Calcutta Weekly Notes 1078; Tarak Chandra Mukherjee v. Ralanlal Ghosal; 1959 CLJ 136; Taherbhai Hebtullabhai and v. Ambalal Harilal Shah and ; 1966(7) Gujarat 963 LLR; and Deb Ranjan 
2613,calcutta weekly,2,1,ORG,Calcutta Weekly,ACTOR,,1,informative,,Kanika Devi and v. Amarendra Nath Roy Choudhury and ; 65 Calcutta Weekly Notes 1078; Tarak Chandra Mukherjee v. Ralanlal Ghosal; 1959 CLJ 136; Taherbhai Hebtullabhai and v. Ambalal Harilal Shah and ; 1966(7) Gujarat 963 LLR; and Deb Ranjan 
2614,taherbhai hebtullabhai,2,1,PERSON,Taherbhai Hebtullabhai,ACTOR,,1,informative,,Kanika Devi and v. Amarendra Nath Roy Choudhury and ; 65 Calcutta Weekly Notes 1078; Tarak Chandra Mukherjee v. Ralanlal Ghosal; 1959 CLJ 136; Taherbhai Hebtullabhai and v. Ambalal Harilal Shah and ; 1966(7) Gujarat 963 LLR; and Deb Ranjan 
2615,deb ranjan chatterjee,2,1,PERSON,Deb Ranjan Chatterjee,ACTOR,,1,informative,,Kanika Devi and v. Amarendra Nath Roy Choudhury and ; 65 Calcutta Weekly Notes 1078; Tarak Chandra Mukherjee v. Ralanlal Ghosal; 1959 CLJ 136; Taherbhai Hebtullabhai and v. Ambalal Harilal Shah and ; 1966(7) Gujarat 963 LLR; and Deb Ranjan 
2616,motilal sen,2,1,PERSON,Motilal Sen,ACTOR,,1,informative,,"The plaintiff is only a co-sharer owner of the suit premises being one of the heirs of his father late Motilal Sen who, originally owned the property."
2617,order 1,2,1,LAW,Order 1,RULE,,1,informative,,"*Provided that the Court may in a proper case and on such terms as may appear to it to be just, exercise its powers to add or strike out parties under rule 10 of Order 1 of the said Code in any proceeding pending before it under section 4 o"
2618,s. 56,2,1,ORG,S. 56,ACTOR,,1,informative,,The three provisos to sub-s. (2) of s. 56 of the new Act prescribed for the continuity of the proceedings initiated under the repealed Act.
2619,j. motishaw & others,2,1,PERSON,J. Motishaw & Others,ACTOR,,1,informative,,"Mrs. Shirinbai Maneckshaw & Others vs Nargacebai J. Motishaw & Others on 9 May, 1956 COURT 747, , 1957 ALL."
2620,sudhi,2,1,ORG,Sudhi,ACTOR,,1,informative,,"09/05/1956 DAS, SUDHI RANJAN (CJ) DAS, SUDHI RANJAN (CJ) BHAGWATI, NATWARLAL H. DAS, S.K. CITATION: ACT: Will-Construction-Substitutional bequest, Validity of Indian Succession Act (XXXIX of 1925), ss. 67, 129, 130."
2621,parsi,2,1,ORG,Parsi,ACTOR,,1,informative,,"A Parsi testator by a holograph will provided, ""I hereby give, devise and bequeath to my so called mother Mrs. Shirinbai, .......... her heirs, executors and administrators, for her and their own use and benefit, absolutely and for ever all"
2622,bejonji mistry,2,1,PERSON,Bejonji Mistry,ACTOR,,1,informative,,"A Parsi testator by a holograph will provided, ""I hereby give, devise and bequeath to my so called mother Mrs. Shirinbai, .......... her heirs, executors and administrators, for her and their own use and benefit, absolutely and for ever all"
2623,s. 67,2,1,ORG,S. 67,ACTOR,,1,informative,,A suit was brought by the heirs of the testator in the Court of the Civil Judge for a declaration that the bequest in favour of Mrs. Shirinbai was void in law by operation of s. 67 of the Indian Succession Act and that the estate of the tes
2624,chancery 216,2,1,PRODUCT,Chancery 216,,,1,informative,,"[1944] Chancery 216), dissented from."
2625,s. k. dar,2,1,PERSON,S. K. Dar,,,0,non-informative,,"On appeal from the judgment and decree dated the 30th July 1951 -of Allahabad High Court in First Appeal No. 258 of 1943 Mrs. Shirinbai Maneckshaw & Others vs Nargacebai J. Motishaw & Others on 9 May, 1956 arising out of the judgment and th"
2626,bejonji mistri,2,1,PERSON,Bejonji Mistri,ACTOR,,1,informative,,"I hereby give, devise and bequeath to my so called mother named Mrs. Shirinbai Maneckshaw Bejonji Mistri, wife of Maneckshaw Bejonji Mistri alias Photographer residing 20 Canning Road, Allahabad, her heirs, executors and administrators, for"
2627,shelley,2,1,PERSON,Shelley,ACTOR,,1,informative,,"It was held by a single Judge that neither the rule in Shelley's case nor section 131 of the Law of Property Act) 1925, which abolished that rule, had any application to the bequest and that the widow was entitled to an absolute interest in"
2628,himachal pradesh high court,2,1,ORG,Himachal Pradesh High Court,ACTOR,,1,informative,,From the Judgment and order dated 27.4.1978 of the Himachal Pradesh High Court in Regular Second Appeal No. 59 of 1969.
2629,shri thalia,2,1,PERSON,Shri Thalia,ACTOR,,1,informative,,"Late Rattan and Late Keshav had another brother, Shri Thalia, since deceased."
2630,bhushehari,2,1,NORP,Bhushehari,ACTOR,,1,informative,,Bhushehari shall be ineffective against the reversionary rights of the plaintiffs (respondents herein) after the life time Mst.
2631,dhari,2,1,PERSON,Dhari,ACTOR,,1,informative,,The aforesaid land alongwith the other land shall be divided in equal shares after the death of Sheru Bhushehari and Dhari shall himself give due share to Hari Ram in accordance with the aforementioned order.
2632,btda,2,1,ORG,Btda,ACTOR,,1,informative,,"Appeal (civil) 12515 of 1996 THE SPECIAL LAND ACQUISITION OFFICER,BTDA, BAGALKOT."
2633,ca nos,2,1,ORG,Ca Nos,ACTOR,,1,informative,,"HANIF SAHIB BAWA SAHIB 19/03/2002 Doraiswamy Raju & Ashok Bhan JUDGMENT: With CA Nos. 13370-13371/1996, CA No.2238-2242 of 2002 (@ SLP © Nos. 21304-21308 of 1996) and CA Nos. 1552-1554 of 2000."
2634,section 4 dated,2,1,LAW,Section 4 Dated,RULE,,1,informative,,"P.27, a notification issued under section 4 dated 19th January, 1978 by the Housing Urban Development Corporation and the judgment in Land Acquisition Case No. 240 of 1981 relating thereto which was later confirmed in appeal by the High Cou"
2635,mfa,2,1,ORG,Mfa,ACTOR,,1,informative,,The reference Court had determined the market value of the land in LAC No.240 of 1981 at Rs. 3 per sq. ft. which was later confirmed by the High Court in MFA No. 929 of 1987.
2636,enforcement branch,2,1,ORG,Enforcement Branch,ACTOR,,1,informative,,The appllant who was a Sub-inspector of police in the Enforcement Branch of the Calcutta Police was ordered by the Deputy Commissioner of Police to search a house.
2637,calcutta police,2,1,ORG,Calcutta Police,ACTOR,CRIMINAL,1,informative,,The appllant who was a Sub-inspector of police in the Enforcement Branch of the Calcutta Police was ordered by the Deputy Commissioner of Police to search a house.
2638,t. r. varma,2,1,PERSON,T. R. Varma,ACTOR,,1,informative,,"Therefore, quite apart from the ground of delay in filing the Writ Petition, the assertions and counter-as-ertions made on merits were of such a nature that, in accordance with the rule laid down by this Court in Union of India v. T. R. Var"
